ConsumoMensal,Regiao,DiasNoMes,TarifaPorKWh,ClasseDeConsumo,Impostos,ValorConta
1672.15,Nordeste,30,1.39,Comercial,159.38,2483.67
1149.46,Nordeste,30,1.11,Industrial,193.61,1469.51
740.81,Centro-Oeste,30,1.24,Comercial,131.03,1049.63
941.29,Centro-Oeste,30,0.64,Industrial,39.6,642.03
809.19,Norte,30,0.69,Industrial,141.59,699.93
245.05,Sudeste,30,0.83,Comercial,63.58,266.97
183.28,Nordeste,30,1.33,Residencial,181.76,425.52
1736.28,Sul,30,0.59,Comercial,88.07,1112.48
412.53,Nordeste,30,0.94,Residencial,109.74,497.52
1177.06,Norte,30,0.86,Comercial,46.53,1058.8
454.17,Sudeste,30,0.58,Industrial,34.88,298.3
573.11,Nordeste,30,1.4,Industrial,195.17,997.52
432.49,Nordeste,30,0.93,Comercial,98.05,500.27
761.31,Sudeste,30,0.59,Residencial,164.59,613.76
1203.01,Sudeste,30,0.86,Residencial,33.05,1067.64
68.78,Sudeste,30,0.86,Comercial,82.71,141.86
165.69,Centro-Oeste,30,1.31,Industrial,99.53,316.58
156.79,Norte,30,1.35,Comercial,96.92,308.59
364.48,Centro-Oeste,30,0.54,Residencial,191.55,388.37
476.06,Norte,30,0.9,Residencial,101.14,529.59
1674.97,Nordeste,30,0.78,Residencial,183.77,1490.25
615.0,Centro-Oeste,30,0.99,Industrial,174.49,783.34
60.62,Norte,30,1.17,Industrial,44.77,115.7
1457.19,Sudeste,30,0.79,Residencial,104.08,1255.26
557.87,Sul,30,1.21,Industrial,75.79,750.81
443.24,Centro-Oeste,30,1.14,Industrial,94.29,599.58
191.18,Sul,30,0.9,Comercial,119.29,291.35
1716.25,Sudeste,30,1.26,Residencial,183.54,2346.01
311.17,Sudeste,30,0.63,Industrial,160.27,356.31
1497.32,Sul,30,0.94,Industrial,174.69,1582.17
1291.0,Sul,30,0.75,Industrial,126.85,1095.1
1394.55,Centro-Oeste,30,1.07,Residencial,129.31,1621.48
90.26,Norte,30,1.18,Residencial,132.68,239.19
1780.72,Sudeste,30,0.79,Industrial,165.99,1572.76
1689.24,Nordeste,30,1.23,Residencial,114.26,2192.03
1945.14,Norte,30,1.06,Residencial,167.3,2229.15
787.9,Norte,30,1.26,Comercial,54.1,1046.85
1040.83,Sul,30,1.32,Comercial,20.88,1394.78
570.9,Sudeste,30,0.96,Comercial,47.61,595.67
138.67,Nordeste,30,0.52,Comercial,83.1,155.21
1803.71,Norte,30,0.5,Residencial,191.63,1093.49
542.65,Nordeste,30,0.8,Comercial,172.39,606.51
61.76,Norte,30,0.99,Comercial,94.89,156.03
1376.24,Centro-Oeste,30,0.93,Residencial,119.62,1399.52
1660.58,Sudeste,30,0.57,Residencial,51.84,998.37
1030.53,Norte,30,0.57,Industrial,130.03,717.43
1998.88,Nordeste,30,1.37,Residencial,117.21,2855.68
738.88,Nordeste,30,0.73,Comercial,48.89,588.27
1241.26,Norte,30,0.68,Industrial,151.85,995.91
1756.35,Centro-Oeste,30,1.08,Residencial,18.59,1915.45
1464.94,Nordeste,30,0.5,Comercial,18.14,750.61
426.51,Norte,30,0.88,Residencial,34.71,410.04
1247.74,Sul,30,1.14,Residencial,123.39,1545.81
1026.94,Sudeste,30,1.09,Residencial,43.85,1163.21
1797.28,Sul,30,0.73,Industrial,113.03,1425.04
1166.52,Centro-Oeste,30,1.17,Residencial,22.36,1387.19
390.45,Nordeste,30,1.35,Residencial,68.54,595.65
396.82,Sul,30,0.76,Comercial,89.16,390.74
417.62,Centro-Oeste,30,1.06,Residencial,42.9,485.58
556.1,Nordeste,30,1.18,Residencial,64.06,720.26
331.64,Centro-Oeste,30,0.84,Residencial,133.08,411.66
155.71,Norte,30,0.77,Comercial,156.96,276.86
245.44,Centro-Oeste,30,1.47,Comercial,36.45,397.25
243.32,Sudeste,30,0.89,Comercial,185.2,401.75
444.23,Sul,30,0.9,Residencial,55.94,455.75
1212.76,Nordeste,30,0.89,Industrial,185.38,1264.74
1345.99,Norte,30,1.17,Comercial,85.37,1660.18
1961.16,Norte,30,0.8,Residencial,19.78,1588.71
285.65,Sudeste,30,1.4,Industrial,82.28,482.19
268.3,Sudeste,30,1.0,Comercial,82.99,351.29
1546.7,Centro-Oeste,30,0.73,Industrial,106.4,1235.49
1858.67,Norte,30,0.88,Residencial,105.57,1741.2
226.48,Nordeste,30,0.73,Comercial,131.18,296.51
554.29,Centro-Oeste,30,1.2,Industrial,114.12,779.27
152.15,Sul,30,0.73,Comercial,12.96,124.03
537.58,Sudeste,30,0.5,Comercial,17.05,285.84
1808.01,Sul,30,1.47,Industrial,150.85,2808.62
1125.99,Centro-Oeste,30,1.27,Comercial,64.81,1494.82
1900.53,Norte,30,0.78,Industrial,27.77,1510.18
1135.94,Sudeste,30,0.63,Comercial,89.41,805.05
1792.02,Nordeste,30,1.4,Industrial,77.65,2586.48
507.1,Sudeste,30,0.64,Industrial,157.97,482.51
647.83,Nordeste,30,0.59,Residencial,73.62,455.84
968.82,Centro-Oeste,30,1.49,Comercial,90.11,1533.65
1422.78,Nordeste,30,0.97,Comercial,67.88,1447.98
887.69,Nordeste,30,1.18,Residencial,33.54,1081.01
1415.83,Sudeste,30,0.99,Industrial,146.79,1548.46
1778.83,Nordeste,30,0.59,Comercial,133.99,1183.5
431.46,Sul,30,1.12,Residencial,56.32,539.56
1818.85,Nordeste,30,0.93,Industrial,178.84,1870.37
1479.94,Norte,30,0.64,Industrial,16.38,963.54
451.48,Norte,30,1.01,Comercial,146.23,602.22
535.1,Sul,30,1.34,Industrial,71.11,788.14
949.68,Norte,30,1.1,Residencial,185.17,1229.82
1302.83,Centro-Oeste,30,0.95,Residencial,194.4,1432.09
1536.5,Sul,30,1.11,Residencial,28.05,1733.57
154.95,Centro-Oeste,30,0.85,Industrial,18.3,150.01
406.82,Centro-Oeste,30,0.94,Residencial,104.71,487.12
1078.66,Sudeste,30,0.51,Residencial,126.87,676.99
535.46,Sul,30,1.1,Industrial,65.17,654.18
1899.5,Centro-Oeste,30,0.6,Residencial,196.19,1335.89
1213.91,Norte,30,0.52,Residencial,123.22,754.45
942.25,Sudeste,30,1.12,Comercial,68.65,1123.97
1024.59,Norte,30,1.39,Residencial,45.51,1469.69
393.1,Nordeste,30,0.6,Residencial,31.46,267.32
921.93,Norte,30,1.09,Comercial,161.28,1166.18
845.8,Nordeste,30,1.13,Industrial,156.2,1111.95
462.62,Norte,30,1.14,Comercial,77.69,605.08
720.31,Sul,30,0.89,Comercial,13.0,654.08
1866.57,Nordeste,30,0.98,Comercial,115.87,1945.11
428.58,Centro-Oeste,30,0.5,Residencial,42.55,256.84
1426.69,Nordeste,30,1.39,Residencial,95.34,2078.44
1226.34,Norte,30,0.84,Industrial,150.67,1180.8
245.45,Norte,30,0.88,Comercial,77.84,293.84
1559.56,Nordeste,30,1.17,Residencial,41.34,1866.03
460.51,Centro-Oeste,30,1.47,Comercial,12.62,689.57
1658.1,Nordeste,30,0.94,Residencial,188.41,1747.02
911.48,Norte,30,1.03,Comercial,139.12,1077.94
990.25,Nordeste,30,1.27,Comercial,106.76,1364.38
1947.57,Sudeste,30,0.86,Comercial,102.16,1777.07
1262.78,Nordeste,30,0.68,Residencial,196.6,1055.29
751.26,Centro-Oeste,30,0.99,Residencial,24.59,768.34
233.91,Centro-Oeste,30,0.83,Comercial,94.25,288.4
1167.75,Centro-Oeste,30,1.13,Residencial,100.79,1420.35
703.49,Centro-Oeste,30,1.46,Industrial,138.03,1165.13
1158.35,Norte,30,1.08,Residencial,101.04,1352.06
728.0,Centro-Oeste,30,0.56,Residencial,46.37,454.05
142.0,Nordeste,30,1.39,Industrial,60.36,257.74
603.85,Sudeste,30,1.09,Residencial,82.53,740.73
818.67,Sudeste,30,0.57,Residencial,195.22,661.86
1452.59,Sul,30,1.24,Comercial,84.4,1885.61
1702.99,Centro-Oeste,30,1.37,Industrial,64.6,2397.7
1954.98,Nordeste,30,0.66,Residencial,93.21,1383.5
1955.83,Norte,30,0.5,Comercial,195.05,1172.96
1303.62,Sudeste,30,1.21,Residencial,141.28,1718.66
1908.22,Sul,30,0.7,Residencial,156.06,1491.81
564.8,Sudeste,30,1.3,Industrial,88.08,822.32
227.62,Sudeste,30,0.76,Industrial,14.71,187.7
1766.93,Sul,30,1.01,Residencial,102.59,1887.19
1342.6,Sudeste,30,1.19,Residencial,68.16,1665.85
750.96,Centro-Oeste,30,0.82,Residencial,78.48,694.27
485.12,Sudeste,30,1.29,Industrial,123.03,748.83
1831.69,Centro-Oeste,30,1.47,Comercial,46.41,2738.99
1378.42,Sudeste,30,1.45,Comercial,92.12,2090.83
979.27,Nordeste,30,1.02,Comercial,142.7,1141.56
1732.02,Sul,30,1.41,Comercial,124.37,2566.52
645.47,Nordeste,30,0.77,Residencial,36.56,533.57
731.7,Sul,30,0.82,Comercial,158.92,758.91
1188.22,Nordeste,30,0.86,Comercial,77.61,1099.48
691.66,Nordeste,30,1.3,Comercial,159.45,1058.61
1334.43,Norte,30,1.11,Comercial,10.41,1491.63
1011.93,Sul,30,1.12,Comercial,56.39,1189.75
519.16,Sudeste,30,1.31,Comercial,121.86,801.96
1958.19,Centro-Oeste,30,0.98,Industrial,124.83,2043.86
1405.15,Sul,30,1.09,Residencial,50.77,1582.38
937.72,Sul,30,1.46,Comercial,183.42,1552.49
189.51,Norte,30,0.6,Comercial,160.71,274.42
200.83,Norte,30,1.17,Residencial,109.41,344.38
1781.63,Sul,30,0.72,Industrial,27.07,1309.84
1524.92,Sul,30,0.66,Residencial,142.04,1148.49
227.98,Nordeste,30,0.95,Industrial,90.68,307.26
1342.0,Norte,30,0.91,Comercial,14.52,1235.74
76.99,Norte,30,1.24,Residencial,142.99,238.46
325.68,Sul,30,0.98,Industrial,13.33,332.5
147.91,Centro-Oeste,30,0.72,Comercial,20.9,127.4
1423.81,Centro-Oeste,30,1.35,Comercial,49.19,1971.33
851.29,Nordeste,30,1.2,Residencial,157.94,1179.49
760.07,Norte,30,1.37,Residencial,176.71,1218.01
1045.24,Sudeste,30,1.17,Industrial,174.62,1397.55
1847.73,Sul,30,0.78,Residencial,134.99,1576.22
747.1,Sudeste,30,0.78,Comercial,71.72,654.46
698.31,Nordeste,30,0.82,Comercial,135.33,707.94
363.74,Sul,30,1.09,Comercial,46.48,442.96
839.47,Sudeste,30,0.54,Industrial,102.0,555.31
766.35,Sul,30,1.41,Residencial,129.51,1210.06
1180.2,Centro-Oeste,30,0.73,Comercial,172.47,1034.02
228.2,Centro-Oeste,30,1.47,Comercial,103.06,438.51
367.85,Nordeste,30,0.53,Comercial,99.22,294.18
1704.92,Sul,30,0.88,Comercial,170.79,1671.12
920.06,Norte,30,1.25,Residencial,136.05,1286.12
165.56,Norte,30,0.62,Comercial,43.75,146.4
1767.24,Sudeste,30,1.25,Comercial,19.12,2228.17
1681.37,Norte,30,1.17,Industrial,198.15,2165.35
218.86,Sudeste,30,0.7,Comercial,103.44,256.64
470.94,Norte,30,1.05,Residencial,35.9,530.39
1749.14,Sul,30,0.83,Industrial,148.68,1600.47
1364.32,Norte,30,0.91,Industrial,176.07,1417.6
315.67,Norte,30,1.01,Residencial,109.7,428.53
1819.06,Sul,30,0.81,Residencial,164.46,1637.9
1714.33,Sul,30,0.57,Residencial,53.19,1030.36
202.91,Norte,30,1.03,Industrial,59.64,268.64
1660.57,Centro-Oeste,30,0.61,Comercial,192.21,1205.16
1265.92,Nordeste,30,0.99,Industrial,25.06,1278.32
630.27,Norte,30,0.54,Residencial,184.26,524.61
1670.35,Centro-Oeste,30,0.56,Residencial,22.06,957.46
1557.49,Norte,30,1.03,Residencial,68.5,1672.71
1607.79,Sul,30,0.52,Residencial,49.33,885.38
1868.64,Sul,30,0.79,Industrial,158.2,1634.43
1319.94,Nordeste,30,1.06,Residencial,183.64,1582.78
1973.22,Sudeste,30,1.4,Industrial,115.13,2877.64
805.74,Nordeste,30,1.47,Industrial,91.57,1276.01
1107.76,Centro-Oeste,30,1.0,Residencial,49.56,1157.32
1575.21,Centro-Oeste,30,0.88,Residencial,147.72,1533.9
1640.21,Norte,30,0.85,Industrial,137.87,1532.05
1633.58,Norte,30,1.11,Industrial,25.25,1838.52
1757.14,Sul,30,1.49,Residencial,71.49,2689.63
1134.17,Sul,30,0.57,Residencial,82.9,729.38
1150.43,Norte,30,0.78,Comercial,23.41,920.75
1724.79,Norte,30,0.85,Comercial,89.23,1555.3
705.48,Sudeste,30,1.07,Industrial,91.07,845.93
1968.28,Nordeste,30,1.2,Comercial,13.12,2375.06
1213.4,Nordeste,30,0.86,Residencial,136.48,1180.0
193.14,Norte,30,0.91,Residencial,198.74,374.5
487.96,Norte,30,0.88,Industrial,22.74,452.14
244.2,Sudeste,30,0.6,Residencial,187.88,334.4
675.14,Nordeste,30,0.9,Comercial,75.68,683.31
1919.81,Norte,30,0.69,Residencial,86.68,1411.35
185.44,Sudeste,30,1.21,Residencial,35.93,260.31
609.85,Centro-Oeste,30,1.41,Comercial,143.11,1003.0
812.84,Sul,30,0.64,Comercial,46.03,566.25
1344.16,Sudeste,30,1.41,Residencial,58.11,1953.38
1943.61,Centro-Oeste,30,1.35,Comercial,58.78,2682.65
1794.62,Nordeste,30,1.32,Comercial,187.13,2556.03
1006.35,Nordeste,30,0.62,Residencial,185.26,809.2
470.26,Sudeste,30,0.59,Industrial,170.75,448.2
1943.31,Sul,30,0.65,Industrial,134.17,1397.32
1530.52,Centro-Oeste,30,1.43,Residencial,41.39,2230.03
96.44,Nordeste,30,1.18,Residencial,196.53,310.33
1814.22,Sudeste,30,1.47,Industrial,165.11,2832.01
55.32,Norte,30,0.64,Residencial,121.52,156.92
1764.6,Centro-Oeste,30,0.96,Comercial,170.62,1864.64
313.83,Norte,30,0.8,Comercial,158.52,409.58
654.16,Sul,30,0.55,Comercial,143.44,503.23
1209.99,Nordeste,30,0.94,Industrial,82.98,1220.37
1328.6,Centro-Oeste,30,1.3,Comercial,51.49,1778.67
613.0,Centro-Oeste,30,0.56,Residencial,53.61,396.89
288.85,Sudeste,30,0.99,Comercial,98.07,384.03
368.06,Centro-Oeste,30,0.52,Industrial,156.27,347.66
790.55,Sul,30,0.75,Residencial,19.66,612.57
1492.16,Centro-Oeste,30,1.08,Residencial,104.63,1716.16
1949.09,Sul,30,0.8,Industrial,106.79,1666.06
93.18,Sudeste,30,1.37,Comercial,60.36,188.02
1283.26,Sul,30,0.78,Residencial,85.9,1086.84
1342.23,Sul,30,0.97,Industrial,115.57,1417.53
679.71,Norte,30,1.14,Industrial,182.71,957.58
525.33,Nordeste,30,0.82,Comercial,52.64,483.41
1956.5,Norte,30,1.03,Industrial,43.08,2058.28
527.84,Sudeste,30,1.07,Industrial,173.97,738.76
608.4,Centro-Oeste,30,0.79,Residencial,128.67,609.31
539.43,Sul,30,1.04,Industrial,87.47,648.48
1495.16,Centro-Oeste,30,0.76,Comercial,199.79,1336.11
1052.65,Sudeste,30,1.26,Industrial,70.45,1396.79
1686.3,Nordeste,30,1.23,Comercial,197.99,2272.14
1628.42,Centro-Oeste,30,0.81,Comercial,91.97,1410.99
517.3,Centro-Oeste,30,0.7,Comercial,71.69,433.8
73.55,Nordeste,30,0.8,Comercial,27.26,86.1
1290.9,Sul,30,0.96,Residencial,51.34,1290.6
1701.78,Centro-Oeste,30,1.08,Industrial,170.36,2008.28
1348.11,Nordeste,30,0.85,Residencial,196.14,1342.03
1613.9,Sul,30,1.0,Industrial,71.5,1685.4
1207.81,Norte,30,0.59,Industrial,99.5,812.11
1790.76,Nordeste,30,1.41,Industrial,18.98,2543.95
1318.2,Nordeste,30,0.81,Comercial,79.3,1147.04
922.6,Norte,30,0.87,Comercial,137.85,940.51
1464.91,Sudeste,30,0.67,Residencial,51.6,1033.09
1208.66,Nordeste,30,0.76,Industrial,21.45,940.03
660.14,Nordeste,30,0.53,Industrial,94.25,444.12
1316.57,Sudeste,30,1.02,Residencial,188.36,1531.26
542.2,Centro-Oeste,30,0.56,Industrial,103.06,406.69
602.58,Nordeste,30,1.43,Residencial,152.38,1014.07
769.24,Centro-Oeste,30,1.15,Industrial,107.0,991.63
591.25,Sul,30,0.63,Industrial,160.35,532.84
844.45,Norte,30,1.41,Industrial,170.58,1361.25
198.92,Sul,30,1.4,Residencial,194.6,473.09
530.75,Sul,30,0.61,Comercial,82.12,405.88
1042.08,Norte,30,0.68,Comercial,187.61,896.22
868.38,Nordeste,30,0.53,Comercial,132.73,592.97
76.74,Sul,30,0.59,Comercial,170.54,215.82
54.48,Sul,30,0.94,Industrial,145.14,196.35
1387.85,Sudeste,30,1.06,Residencial,159.99,1631.11
1567.0,Nordeste,30,0.55,Industrial,108.14,969.99
442.21,Centro-Oeste,30,0.61,Comercial,155.6,425.35
1615.09,Sudeste,30,0.69,Industrial,133.42,1247.83
1007.59,Sudeste,30,1.02,Residencial,16.48,1044.22
1220.59,Centro-Oeste,30,0.8,Comercial,115.7,1092.17
56.25,Nordeste,30,1.48,Residencial,185.35,268.6
990.46,Nordeste,30,1.39,Comercial,98.5,1475.24
412.42,Sul,30,0.57,Industrial,168.11,403.19
701.5,Centro-Oeste,30,1.11,Industrial,112.61,891.28
1177.11,Nordeste,30,1.1,Industrial,43.66,1338.48
1317.05,Centro-Oeste,30,1.12,Comercial,65.49,1540.59
1325.07,Sul,30,0.69,Residencial,60.77,975.07
1816.35,Centro-Oeste,30,0.52,Industrial,191.91,1136.41
1495.16,Centro-Oeste,30,1.41,Comercial,156.47,2264.65
1695.78,Norte,30,0.72,Comercial,114.91,1335.87
836.53,Sul,30,0.59,Comercial,159.52,653.07
548.33,Sudeste,30,0.82,Comercial,56.34,505.97
212.72,Nordeste,30,1.43,Comercial,33.79,337.98
1805.09,Nordeste,30,0.53,Residencial,155.98,1112.68
271.24,Sudeste,30,0.87,Industrial,41.78,277.76
1925.05,Centro-Oeste,30,1.49,Industrial,63.25,2931.57
1406.64,Sul,30,1.25,Residencial,21.16,1779.46
889.15,Sudeste,30,1.12,Residencial,22.19,1018.04
1412.93,Sudeste,30,0.66,Comercial,104.15,1036.68
104.03,Norte,30,0.61,Residencial,97.95,161.41
442.37,Sudeste,30,1.26,Industrial,99.23,656.62
1428.13,Sudeste,30,0.68,Industrial,18.71,989.84
1659.29,Norte,30,1.3,Residencial,82.27,2239.35
1276.93,Sudeste,30,0.66,Industrial,195.07,1037.84
1613.55,Sul,30,1.47,Residencial,130.89,2502.81
149.11,Centro-Oeste,30,0.53,Industrial,84.68,163.71
1525.97,Sudeste,30,1.09,Comercial,124.9,1788.21
671.96,Centro-Oeste,30,1.38,Residencial,140.16,1067.46
270.69,Nordeste,30,1.08,Industrial,177.97,470.32
979.95,Sudeste,30,1.28,Residencial,82.32,1336.66
81.2,Norte,30,1.26,Comercial,160.0,262.31
967.89,Nordeste,30,0.91,Comercial,143.7,1024.48
207.6,Norte,30,1.03,Residencial,158.2,372.03
978.39,Sul,30,0.65,Residencial,121.83,757.78
1596.74,Norte,30,0.66,Industrial,49.19,1103.04
855.66,Norte,30,1.3,Comercial,177.62,1289.98
1705.81,Nordeste,30,1.43,Residencial,85.72,2525.03
920.42,Sul,30,0.69,Comercial,70.0,705.09
1181.0,Sul,30,0.81,Comercial,54.04,1010.65
1202.58,Sudeste,30,0.8,Industrial,55.96,1018.02
857.91,Nordeste,30,1.36,Comercial,168.21,1334.97
119.95,Sul,30,0.98,Industrial,88.81,206.36
1315.16,Centro-Oeste,30,0.6,Industrial,121.17,910.27
1404.82,Sudeste,30,1.22,Residencial,121.49,1835.37
648.07,Nordeste,30,1.14,Comercial,18.57,757.37
1334.74,Nordeste,30,0.76,Comercial,11.06,1025.46
878.58,Sudeste,30,0.66,Residencial,69.51,649.37
1213.69,Sudeste,30,0.69,Comercial,96.25,933.7
1729.26,Sudeste,30,1.03,Comercial,31.69,1812.83
615.73,Norte,30,0.95,Industrial,190.0,774.94
1619.36,Sul,30,0.93,Residencial,175.31,1681.31
1968.46,Centro-Oeste,30,0.87,Residencial,140.0,1852.56
912.31,Nordeste,30,0.97,Industrial,165.13,1050.07
537.37,Nordeste,30,0.51,Residencial,22.47,296.53
1962.2,Norte,30,0.97,Industrial,187.47,2090.8
829.05,Sudeste,30,1.0,Comercial,135.81,964.86
1811.07,Sudeste,30,0.9,Residencial,189.73,1819.69
772.04,Sul,30,1.48,Residencial,176.34,1318.96
743.54,Sul,30,1.24,Residencial,60.93,982.92
1998.88,Sul,30,0.82,Residencial,168.06,1807.14
1144.21,Sudeste,30,1.36,Industrial,181.42,1737.55
1191.88,Norte,30,1.19,Residencial,157.98,1576.32
496.35,Sul,30,0.63,Residencial,196.78,509.48
1143.1,Norte,30,1.12,Comercial,138.45,1418.72
180.28,Centro-Oeste,30,0.73,Industrial,127.79,259.39
997.62,Nordeste,30,0.65,Industrial,82.79,731.24
718.46,Norte,30,1.12,Comercial,29.81,834.49
1698.66,Sudeste,30,0.99,Comercial,171.45,1853.12
855.92,Norte,30,1.26,Industrial,198.36,1276.82
71.91,Sul,30,1.4,Residencial,76.13,176.8
508.34,Nordeste,30,0.93,Residencial,61.45,534.21
1556.71,Sul,30,1.21,Industrial,122.34,2005.96
1700.62,Sudeste,30,0.82,Residencial,41.61,1436.12
218.17,Sudeste,30,0.96,Industrial,166.49,375.93
1987.72,Norte,30,0.63,Industrial,130.97,1383.23
1076.34,Sul,30,0.69,Residencial,189.77,932.44
1034.96,Centro-Oeste,30,0.79,Comercial,38.9,856.52
1859.25,Sudeste,30,0.68,Comercial,89.78,1354.07
1283.11,Centro-Oeste,30,1.1,Industrial,36.86,1448.28
1425.84,Centro-Oeste,30,1.36,Comercial,157.16,2096.3
880.88,Centro-Oeste,30,1.38,Residencial,14.81,1230.42
813.58,Sudeste,30,1.42,Industrial,148.02,1303.3
1188.05,Centro-Oeste,30,0.61,Comercial,55.9,780.61
1239.63,Sudeste,30,1.41,Comercial,177.01,1924.89
1288.59,Centro-Oeste,30,1.15,Industrial,14.39,1496.27
294.44,Centro-Oeste,30,1.13,Industrial,114.51,447.23
1941.66,Norte,30,1.41,Residencial,54.39,2792.13
418.54,Sul,30,1.09,Comercial,173.41,629.62
756.35,Sudeste,30,1.23,Comercial,29.11,959.42
1718.12,Centro-Oeste,30,1.49,Comercial,199.37,2759.37
1773.53,Sul,30,0.71,Residencial,28.03,1287.24
1399.24,Sudeste,30,0.68,Comercial,37.33,988.81
1750.43,Norte,30,0.64,Comercial,33.44,1153.72
1859.07,Norte,30,1.48,Industrial,115.43,2866.85
1687.47,Sudeste,30,1.04,Comercial,158.02,1912.99
1531.55,Nordeste,30,1.18,Industrial,57.46,1864.69
281.34,Centro-Oeste,30,1.44,Comercial,146.64,551.77
609.42,Centro-Oeste,30,0.75,Industrial,108.29,565.35
1201.62,Norte,30,0.78,Industrial,123.1,1060.36
1059.66,Norte,30,0.89,Industrial,179.9,1123.0
1607.8,Sudeste,30,1.24,Industrial,105.8,2099.47
1131.86,Sul,30,1.07,Industrial,65.13,1276.22
816.28,Norte,30,1.19,Industrial,24.06,995.43
670.7,Nordeste,30,1.45,Residencial,154.87,1127.38
480.56,Centro-Oeste,30,1.09,Residencial,67.87,591.68
792.47,Norte,30,1.38,Residencial,32.35,1125.96
248.3,Centro-Oeste,30,0.77,Residencial,166.55,357.74
1117.35,Sul,30,1.03,Residencial,97.2,1248.07
584.21,Sul,30,1.35,Comercial,21.97,810.65
75.66,Sudeste,30,1.15,Residencial,178.3,265.31
50.79,Norte,30,1.37,Comercial,13.46,83.04
1182.33,Sul,30,0.87,Comercial,130.87,1159.5
476.1,Sul,30,0.6,Residencial,16.38,302.04
796.84,Sudeste,30,1.22,Comercial,125.98,1098.12
1668.83,Centro-Oeste,30,0.68,Residencial,156.3,1291.1
1764.57,Sudeste,30,1.16,Residencial,95.27,2142.17
1550.97,Sudeste,30,1.01,Comercial,110.23,1676.71
443.92,Centro-Oeste,30,1.21,Comercial,128.08,665.22
299.56,Sul,30,1.19,Industrial,73.57,430.05
1431.71,Nordeste,30,1.22,Comercial,159.42,1906.11
1731.09,Nordeste,30,0.62,Industrial,192.95,1266.23
865.04,Centro-Oeste,30,1.25,Residencial,17.4,1098.7
1152.3,Norte,30,1.08,Industrial,125.65,1370.13
632.38,Norte,30,0.68,Residencial,122.72,552.74
416.6,Sudeste,30,0.96,Comercial,124.73,524.67
461.35,Norte,30,1.29,Comercial,76.32,671.46
359.69,Nordeste,30,0.56,Residencial,165.07,366.5
692.16,Sudeste,30,1.13,Residencial,137.28,919.42
1001.95,Sudeste,30,1.49,Industrial,11.97,1504.88
335.0,Sul,30,0.57,Industrial,21.77,212.72
1800.81,Sudeste,30,0.51,Residencial,170.14,1088.55
1832.59,Centro-Oeste,30,1.43,Industrial,39.93,2660.53
402.44,Sudeste,30,1.0,Industrial,70.83,473.27
280.35,Sudeste,30,1.25,Residencial,32.44,382.88
601.01,Norte,30,1.47,Residencial,67.08,950.56
299.64,Sudeste,30,1.11,Comercial,136.51,469.11
224.69,Nordeste,30,0.65,Industrial,184.94,330.99
1808.99,Sudeste,30,1.11,Industrial,151.37,2159.35
1242.35,Norte,30,1.09,Comercial,26.93,1381.09
544.04,Norte,30,0.66,Residencial,65.99,425.06
527.99,Centro-Oeste,30,1.19,Industrial,132.89,761.2
456.32,Nordeste,30,1.27,Industrial,33.7,613.23
1368.4,Norte,30,0.92,Residencial,186.17,1445.1
932.54,Nordeste,30,0.68,Industrial,80.26,714.39
861.72,Nordeste,30,1.19,Industrial,161.78,1187.23
731.11,Centro-Oeste,30,0.56,Industrial,90.69,500.11
483.33,Sudeste,30,1.05,Residencial,198.78,706.28
1635.91,Nordeste,30,1.17,Residencial,81.65,1995.66
569.69,Nordeste,30,0.64,Comercial,99.62,464.22
1919.12,Centro-Oeste,30,0.58,Residencial,109.9,1222.99
273.26,Sul,30,0.76,Comercial,47.22,254.9
313.61,Nordeste,30,1.29,Comercial,89.58,494.14
925.16,Norte,30,0.69,Industrial,169.16,807.52
135.67,Sul,30,0.96,Industrial,79.29,209.53
63.17,Nordeste,30,1.15,Industrial,136.43,209.08
1821.93,Sul,30,0.7,Industrial,12.04,1287.39
1701.37,Sudeste,30,1.05,Residencial,43.51,1829.95
1363.96,Sudeste,30,1.17,Residencial,37.88,1633.71
1901.35,Sul,30,0.88,Comercial,190.31,1863.5
1231.76,Norte,30,1.43,Comercial,149.83,1911.25
1891.11,Nordeste,30,1.37,Comercial,65.72,2656.54
521.6,Centro-Oeste,30,0.56,Residencial,169.09,461.19
777.91,Norte,30,0.87,Residencial,24.57,701.35
926.86,Centro-Oeste,30,0.69,Residencial,185.18,824.71
510.13,Norte,30,1.44,Industrial,26.33,760.92
1326.6,Sudeste,30,1.25,Residencial,184.99,1843.24
1776.61,Centro-Oeste,30,1.23,Comercial,190.01,2375.24
252.93,Sul,30,0.54,Industrial,132.94,269.52
839.65,Centro-Oeste,30,0.94,Residencial,128.0,917.27
462.34,Nordeste,30,1.28,Industrial,20.4,612.2
705.72,Nordeste,30,1.27,Comercial,40.99,937.25
480.65,Sul,30,0.95,Residencial,169.15,625.77
986.71,Sudeste,30,1.46,Residencial,117.69,1558.29
1566.54,Norte,30,1.44,Residencial,74.68,2330.5
399.37,Nordeste,30,1.35,Residencial,11.3,550.45
226.94,Sudeste,30,0.86,Residencial,146.24,341.41
961.6,Nordeste,30,1.25,Comercial,141.49,1343.49
447.42,Centro-Oeste,30,1.21,Comercial,120.32,661.7
1443.39,Sul,30,1.22,Comercial,52.48,1813.42
658.75,Norte,30,0.81,Comercial,13.86,547.45
104.82,Norte,30,1.14,Comercial,103.07,222.56
371.38,Sudeste,30,0.83,Residencial,126.8,435.05
1855.78,Sul,30,0.88,Industrial,144.64,1777.73
